"","first","last","team"
"15411","Abby","Morrow","Radford"
"15412","Alexis","Morrow","Warner Pacific"
"15413","Angela","Morrow","Wisconsin"
"15414","Bubba","Morrow","Seattle U"
"15415","Chelsea","Morrow","Alderson Broaddus"
"15416","Dakota","Morrow","Auburn"
"15417","Emily","Morrow","Boston U."
"15418","Hailey","Morrow","BYU"
"15419","Kaela","Morrow","Portland St."
"15420","Keira","Morrow","Detroit Mercy"
"15421","Lauren","Morrow","Lincoln (MO)"
"15422","Alana","Morse","Hofstra"
"15423","Brianna","Morse","Hofstra"
"15424","Brittney","Morse","A&M-Corpus Christi"
"15425","Brittney","Morse","South Dakota St."
"15426","Haley","Morse","A&M-Corpus Christi"
"15427","Carly","Mortensen","Pacific"
"15428","Carly","Mortensen","Miami (OH)"
"15429","Leena","Mortensen","Detroit Mercy"
"15430","Julia","Mortimer","Penn"
"15431","Kelsee","Mortimer","Missouri"
"15432","Shannon","Mortimer","Iowa St."
"15433","Ashleigh","Morton","Ga. Southern"
"15434","Baylee","Morton","App State"
"15435","Cassidy","Morton","Utah Tech"
"15436","Emma","Morton","Butler"
"15437","Gracie","Morton","Memphis"
"15438","Kendall","Morton","ULM"
"15439","Talisa","Morton","Indiana St."
"15440","Talisa","Morton","SIUE"
"15441","Amanda","Mosall","UAlbany"
"15442","Skylar","Mosel","Georgia St."
"15443","Raven","Moseley","Florida A&M"
"15444","Tate","Moseley","Troy"
"15445","Gabby","Moser","South Dakota"
"15446","Casey","Moses","Seton Hall"
"15447","Jordan","Moses","Seton Hall"
"15448","Kaitlyn","Moses","Iowa St."
"15449","Camryn","Mosher","Purdue Fort Wayne"
"15450","Ali","Mosier","IUPUI"
"15451","Jenna","Mosley","Tennessee"
"15452","Karsen","Mosley","Jacksonville St."
"15453","Sara","Mosley","Georgia"
"15454","Tracey","Mosley","Howard"
"15455","Ashley","Moss","Arizona St."
"15456","Ashley","Moss","A&M-Corpus Christi"
"15457","Brenna","Moss","Fresno St."
"15458","Jordan","Moss","Radford"
"15459","Katie","Moss","Saint Mary's (CA)"
"15460","Matty","Moss","Tennessee"
"15461","Rylie","Moss","Iowa"
"15462","Sammy","Moss","UNI"
"15463","Taylor","Moss","Holy Cross"
"15464","Natalie","Mostek","Omaha"
"15465","Ale","Mota","UC Davis"
"15466","Kayli","Mothershed","Tennessee St."
"15467","Randa","Motsinger","N.C. Central"
"15468","Jessica","Mott","Holy Cross"
"15469","Kameri","Mott","Southern U."
"15470","Maiah","Motta","UC Riverside"
"15471","Jordyn","Moullet-dozier","Pacific (OR)"
"15472","Jaclyn","Mounie","Towson"
"15473","Jayden","Mount","ULM"
"15474","Haley","Mountain","UT Arlington"
"15475","Haley","Mountain","Sam Houston"
"15476","Nola","Mountain","UMES"
"15477","Akilah","Mouzon","Illinois"
"15478","Jenna","Mowad","Sacred Heart"
"15479","Chelsea","Mowery","Tuskegee"
"15480","Dani","Mowry","FIU"
"15481","Olivia","Moxley","Butler"
"15482","Jade","Moy","Purdue"
"15483","Myah","Moy","Rutgers"
"15484","Natalie","Moya","Radford"
"15485","Megan","Mozingo","Campbell"
"15486","Samantha","Mracich","Nicholls"
"15487","Julia","Mrochko","South Fla."
"15488","Maggie","Mrowka","George Mason"
"15489","Jessica","Mrozek","James Madison"
"15490","Carmella","Muccilli","Nicholls"
"15491","Nicole","Mucha","Monmouth"
"15492","Torince","Muczynski","Western Ill."
"15493","Kaley","Mudge","Florida St."
"15494","Annie","Mueller","Missouri St."
"15495","Emily","Mueller","Houston Christian"
"15496","Kat","Mueller","Evansville"
"15497","Logan","Mueller","Miami (OH)"
"15498","Millie","Mueller","South Dakota St."
"15499","Rebecca","Mueller","Col. of Charleston"
"15500","Tara","Mueller","UCLA"
"15501","Tori","Mueller","UMass Lowell"
"15502","Peyton","Mueller-stenz","Cleveland St."
"15503","Megan","Muffett","Army West Point"
"15504","Josie","Muffley","Tulsa"
"15505","Josie","Muffley","Florida St."
"15506","Marisa","Muglia","Oakland"
"15507","Rebecca","Muh","Georgia"
"15508","Rebecca","Muh","James Madison"
"15509","Salonika","Muhammad","Coppin St."
"15510","Kylee","Muir","Nebraska"
"15511","Sara","Muir","ETSU"
"15512","Kait","Mulcahey","Monmouth"
"15513","Mariah","Mulcahy","Idaho St."
"15514","Madi","Mulder","Northern Ky."
"15515","Marylynn","Muldowney","Rhode Island"
"15516","Dominique","Mulero","Virginia St."
"15517","Ayjay","Mulholland","UCF"
"15518","Kylie","Mulholland","LIU"
"15519","Mckenna","Mulholland","Ball St."
"15520","Mckenna","Mulholland","Ball St."
"15521","Rowan","Mulholland","Colgate"
"15522","Dejah","Mulipola","Arizona"
"15523","Sj","Mull","Yale"
"15524","Kate","Mullally","Creighton"
"15525","Meagan","Mullaney","Purdue Fort Wayne"
"15526","Kaitlyn","Mullarkey","Iowa"
"15527","Erin","Mullen","South Dakota St."
"15528","Hailey","Mullen","Holy Cross"
"15529","Jessie","Mullen","Arkansas"
"15530","Jessie","Mullen","Kennesaw St."
"15531","Marissa","Mullen","Bowling Green"
"15532","Mikayla","Mullen","Lyon"
"15533","Savannah","Mullen","Col. of Charleston"
"15534","Ambree","Muller","Furman"
"15535","Haley","Muller","Mississippi Col."
"15536","Hailey","Mulligan","UC San Diego"
"15537","Lauren","Mulligan","Mississippi Col."
"15538","Nikki","Mullin","Hofstra"
"15539","Caitlyn","Mullins","Western Mich."
"15540","Harley","Mullins","Austin Peay"
"15541","Jessica","Mullins","Texas St."
"15542","Lianna","Mullins","Purdue"
"15543","Allyssah","Mullis","Ga. Southern"
"15544","Paige","Mulry","Providence"
"15545","Abby","Mulvey","Oregon"
"15546","Daniella","Mulvey","Ithaca"
"15547","Allison","Mulvihill","Norfolk St."
"15548","Kirsten","Mumma","Mount St. Mary's"
"15549","Rachael","Mumma","Manhattan"
"15550","Maia","Mumpfield","Georgia St."
"15551","Sydney","Mundell","UNLV"
"15552","Sydney","Mundell","Longwood"
"15553","Leah","Munden","UC Davis"
"15554","Hannah","Mundy","Longwood"
"15555","Hunter","Mundy","Radford"
"15556","Aleyah","Munford","Mississippi Val."
"15557","E'mua","Munford","Memphis"
"15558","E'mya","Munford","Memphis"
"15559","Emily","Muniz","Cornell"
"15560","Gabby","Muniz","Holy Cross"
"15561","Jessica","Muniz","Seton Hall"
"15562","Keri","Munn","Middle Tenn."
"15563","Averi","Munoz","Queens (NC)"
"15564","Bryana","Munoz","UTEP"
"15565","Daisy","Munoz","Cal St. Fullerton"
"15566","Dani","Munoz","Middle Tenn."
"15567","Felicity","Munoz","Delaware St."
"15568","Jada","Munoz","McNeese"
"15569","Kelsey","Munoz","San Diego St."
"15570","Ruth","Munoz","Biola"
"15571","Skie","Munoz","Long Beach St."
"15572","Aubree","Munro","Florida"
"15573","Karissa","Munsey","CSU Bakersfield"
"15574","Gina","Munson","Central Mich."
"15575","Jessie","Munson","Oakland"
"15576","Leah","Munson","Toledo"
"15577","Mallarie","Munson","St. Thomas (TX)"
"15578","Natalie","Munson","Portland St."
"15579","Carys","Murakami","CSUN"
"15580","Missy","Muras","Texas St."
"15581","Allison","Muraskin","FIU"
"15582","Allison","Muraskin","Pittsburgh"
"15583","Ella","Murchison","Stanford"
"15584","Jennie","Murillo","Idaho St."
"15585","Morgan","Muron","Oakland"
"15586","Abbey","Murphy","South Dakota St."
"15587","Aj","Murphy","San Diego St."
"15588","Alexis","Murphy","Detroit Mercy"
"15589","Annie","Murphy","Boston College"
"15590","Ashley","Murphy","Hawaii"
"15591","Bailey","Murphy","South Alabama"
"15592","Bridie","Murphy","Ball St."
"15593","Bridie","Murphy","Ball St."
"15594","Emily","Murphy","Longwood"
"15595","Hannah","Murphy","Morehead St."
"15596","Jacquelyn","Murphy","Loyola Chicago"
"15597","Jennifer","Murphy","St. Joseph's (ME)"
"15598","Julia","Murphy","Providence"
"15599","Katelyn","Murphy","Samford"
"15600","Keira","Murphy","St. Thomas (MN)"
"15601","Kjirstyn","Murphy","UT Arlington"
"15602","Lauren","Murphy","Princeton"
"15603","Liz","Murphy","Detroit Mercy"
"15604","Macy","Murphy","Western Ky."
"15605","Maggie","Murphy","Miami (OH)"
"15606","Maleah","Murphy","Kentucky St."
"15607","Megan","Murphy","Morehead St."
"15608","Megan","Murphy","Bellarmine"
"15609","Morgan","Murphy","Virginia"
"15610","Olivia","Murphy","Mount St. Mary's"
"15611","Paige","Murphy","Eastern Ky."
"15612","Rachel","Murphy","ULM"
"15613","Sarah","Murphy","Southern Utah"
"15614","Shannon","Murphy","Bucknell"
"15615","Taylor","Murphy","Lamar University"
"15616","Trista","Murphy","Albany St. (GA) <i> - Exhibition contest for this institution</i>"
"15617","Amber","Murray","Eastern Ky."
"15618","Breanna","Murray","Jarvis Christian"
"15619","Carleen","Murray","Howard"
"15620","Cate","Murray","Colgate"
"15621","Ellie","Murray","Ithaca"
"15622","Erin","Murray","Penn St."
"15623","Gillian","Murray","Colgate"
"15624","Jessica","Murray","Purdue Fort Wayne"
"15625","Kyndall","Murray","Texas A&M"
"15626","Leah","Murray","North Carolina"
"15627","Mauri","Murray","Elon"
"15628","Mckenzie","Murray","St. John's (NY)"
"15629","Mckenzie","Murray","Liberty"
"15630","Megan","Murray","Cornell"
"15631","Meisha","Murray","St. John's (NY)"
"15632","Myah","Murray","Fla. Atlantic"
"15633","Paige","Murray","ULM"
"15634","Quanesha","Murray","Alcorn"
"15635","Rebecca","Murray","Elon"
"15636","Rebecca","Murray","NC State"
"15637","Sarah","Murray","Cornell"
"15638","Taylor","Murray","Illinois"
"15639","Sammie","Murrietta","Lubbock Christian"
"15640","Gracey","Murt","Murray St."
"15641","Diana","Murtha","Omaha"
"15642","Meg","Murzello","Saint Francis (PA)"
"15643","Kaitlyne","Musa","FIU"
"15644","Kaitlyne","Musa","Hofstra"
"15645","Emily","Musco","ETSU"
"15646","Carmen","Muscoline","Yale"
"15647","Aubree","Muse","Harvard"
"15648","Cassie","Muse","Bellarmine"
"15649","Erica","Musgrave","Saint Mary's (CA)"
"15650","Jaden","Musgrove","N.C. Central"
"15651","Alex","Musial","Hofstra"
"15652","Alex","Musial","Binghamton"
"15653","Lujane","Mussadi","Saint Mary's (CA)"
"15654","Faith","Musselwhite","Rhode Island"
"15655","Madison","Muxen","New Mexico St."
"15656","Madison","Muxen","Idaho St."
"15657","Sarah","Muzik","Hawaii"
"15658","Sarah","Muzik","Colorado St."
"15659","Mackenzie","Myars","IUPUI"
"15660","Alex","Mycek","East Carolina"
"15661","Bailey","Myers","Chattanooga"
"15662","Baylea","Myers","Houston"
"15663","Caitlin","Myers","Marshall"
"15664","Eva","Myers","Tarleton St."
"15665","Kate","Myers","Tulsa"
"15666","Kate","Myers","Central Ark."
"15667","Kiley","Myers","Marist"
"15668","Kimberlee","Myers","Auburn"
"15669","Laken","Myers","Gardner-Webb"
"15670","Lauren","Myers","UT Martin"
"15671","Maddy","Myers","Lamar University"
"15672","Maddy","Myers","George Mason"
"15673","Madison","Myers","Alabama St."
"15674","Maison","Myers","Longwood"
"15675","Maison","Myers","Norfolk St."
"15676","Natalie","Myers","UIW"
"15677","Taylor","Myers","Pittsburgh"
"15678","Mary","Myhand","Miles"
"15679","Alyssa","Myint","Towson"
"15680","Imani","Myint","Hofstra"
"15681","Imani","Myint","Missouri"
"15682","Kieffi","Myrick","Florida A&M"
"15683","Carlie","Myrtle","North Carolina"
"15684","Shayna","Myshrall","Niagara"
"15685","Rebecca","Myslenski","Marshall"
"15686","Ella","Nadeau","Stanford"
"15687","Kelsey","Nader","Northwestern"
"15688","Chloe","Nadler","Georgia St."
"15689","Kate","Nadler","Sacred Heart"
"15690","Taylor","Nadler","Valparaiso"
"15691","Taylor","Nadler","North Dakota"
"15692","Emily","Naegele","NIU"
"15693","Abbey","Nagel","Buffalo"
"15694","Erica","Nagel","Loyola Chicago"
"15695","Jessie","Nagel","Holy Cross"
"15696","Samantha","Nagel","Hartford"
"15697","Carolina","Nageotte","Furman"
"15698","Avery","Nagle","Saint Francis (PA)"
"15699","Kaleigh","Nagle","UIC"
"15700","Delaney","Nagy","UConn"
"15701","Marley","Nagy","North Florida"
"15702","Kimberlin","Naivar","Texas St."
"15703","Alyssa","Nakagawa","Hawaii"
"15704","Sarah","Nakahara","UC Davis"
"15705","Ryne","Nakama","UConn"
"15706","Elyse","Nakamoto","Loyola Chicago"
"15707","Brennalyn","Nakamura","New Mexico St."
"15708","Haley","Nakamura","New Mexico St."
"15709","Kiani","Nakamura","Oregon St."
"15710","Maya","Nakamura","Hawaii"
"15711","Leah","Nakashima","Brown"
"15712","Paige","Nakashima","Iowa St."
"15713","Sherreigh","Nakoa-chung","Portland St."
"15714","Hannah","Nalley","Loyola Chicago"
"15715","Kennedy","Nalley","Southern Ind."
"15716","Meghan","Nally","La Salle"
"15717","Kirstyn","Namba","Utah St."
"15718","Charlie","Names","ULM"
"15719","Carley","Nance","Seattle U"
"15720","Rylie","Nance","Southern Utah"
"15721","Jetta","Nannen","Hawaii"
"15722","Jetta","Nannen","Colorado St."
"15723","Kiley","Naomi","Oklahoma St."
"15724","Gia","Napoli","Stetson"
"15725","Jackie","Napoli","Cal Poly"
"15726","Keara","Napoli","Georgia"
"15727","Keara","Napoli","Virginia Tech"
"15728","Laura","Napoli","Lamar University"
"15729","Tori","Nappo","Canisius"
"15730","Emily","Nardelli","Stonehill"
"15731","Destiny","Nardello","Iona"
"15732","Adrienne","Nardone","Colgate"
"15733","Grace","Narkum","Cleveland St."
"15734","Olivia","Narron","East Carolina"
"15735","Lauren","Narvaez","Eastern Ky."
"15736","Megan","Narvaez","Coppin St."
"15737","Mari","Narvaiz","LIU"
"15738","Hannah","Nasco","Jacksonville"
"15739","Alicia","Nash","Niagara"
"15740","Kamryn","Nash","James Madison"
"15741","Kylee","Nash","Tulsa"
"15742","Regan","Nash","Missouri"
"15743","Savannah","Nash","Saint Francis (PA)"
"15744","Trenece","Nash","UMES"
"15745","Bridget","Nasir","Quinnipiac"
"15746","Rachel","Nasland","Notre Dame"
"15747","Jordan","Nastos","Hartford"
"15748","Jordan","Nastos","UAlbany"
"15749","Taylor","Nate","CSUN"
"15750","Kellie","Natham","FDU"
"15751","Kellie","Natham","Fairleigh Dickinson"
"15752","Kellie","Natham","Bowling Green"
"15753","Jessica","Nathan","Florida A&M"
"15754","Brenna","Nation","Maryland"
"15755","Chanin","Naudin","Kansas"
"15756","Madison","Naujokas","James Madison"
"15757","Jillian","Navarrete","Iowa"
"15758","Miyuki","Navarrete","ULM"
"15759","Monica","Navarrete","Colorado St."
"15760","Alisa","Navarro","Prairie View"
"15761","Alyssa","Navarro","Iowa"
"15762","Alyssa","Navarro","UNLV"
"15763","Angelique","Navarro","Northern Colo."
"15764","Camille","Navarro","Howard"
"15765","Elleana","Navarro","Kansas City"
"15766","Isabella","Navarro","Colorado St."
"15767","Jillian","Navarro","Bradley"
"15768","Makayla","Navarro","FIU"
"15769","Riley","Nayadley","ETSU"
"15770","Jess","Neadow","Georgia St."
"15771","Amber","Neal","Sam Houston"
"15772","Ashley","Neal","Jackson St."
"15773","Caitlynn","Neal","Nebraska"
"15774","Cami","Neal","Columbia"
"15775","Delaney","Neal","Sam Houston"
"15776","Emily","Neal","UMBC"
"15777","Emily","Neal","Delaware"
"15778","Grace","Neal","Ark.-Monticello"
"15779","Macey","Neal","UT Martin"
"15780","Morgan","Neal","Tulsa"
"15781","Morghyn","Neal","Purdue Fort Wayne"
"15782","Maddy","Neales","Stony Brook"
"15783","Taylor","Nearad","Iowa St."
"15784","Katie","Neary","Wright St."
"15785","Katie","Neary","Cal St. Fullerton"
"15786","Sejal","Neas","App State"
"15787","Shelby","Neatherlin","UIW"
"15788","Leigh","Nebendahl","Toledo"
"15789","Emma","Nedley","Penn"
"15790","Amanda","Nee","Maine"
"15791","Sabrie","Neeb","Tennessee Tech"
"15792","Brandi","Needham","Oklahoma St."
"15793","Samantha","Needham","Santa Clara"
"15794","Kylie","Neel","Louisiana"
"15795","Kylie","Neel","Louisiana Tech"
"15796","Brianna","Neely","Maine"
"15797","Jazmyne","Neely","Southwest Minn. St."
"15798","Kaitlyn","Neely","Ark.-Pine Bluff"
"15799","Khadija","Neely","Troy"
"15800","Naila","Neely","Towson"
"15801","Paige","Neely","Lipscomb"
"15802","Holly","Neese","Abilene Christian"
"15803","Alyssa","Neff","IUPUI"
"15804","Kayla","Neff","Biola"
"15805","Halle","Neher","CSU Bakersfield"
"15806","Madison","Neighbors","Oklahoma St."
"15807","Alexa","Neil","Cal St. Fullerton"
"15808","Ashlynne","Neil","Wichita St."
"15809","Brandi","Neil","Merrimack"
"15810","Laura","Neil","Nicholls"
"15811","Molly","Neil","Holy Cross"
"15812","Marley","Neises","UT Arlington"
"15813","Serayah","Neiss","Fresno St."
"15814","Paige","Nekola","Creighton"
"15815","Blake","Neleman","Georgia Tech"
"15816","Amber","Nelson","Colorado St."
"15817","Ashley","Nelson","Clark Atlanta"
"15818","Asia","Nelson","Clark Atlanta"
"15819","Avery","Nelson","Purdue Fort Wayne"
"15820","Bailie","Nelson","Southern Utah"
"15821","Brooke","Nelson","Washington"
"15822","Chase","Nelson","Missouri"
"15823","Chase","Nelson","Southern Miss."
"15824","Diauna","Nelson","Alabama St."
"15825","Haley","Nelson","Queens (NC)"
"15826","Hannah","Nelson","Weber St."
"15827","Jenna","Nelson","Penn St."
"15828","Jessica","Nelson","Omaha"
"15829","Kaylah","Nelson","Oregon St."
"15830","Kaylah","Nelson","Utah"
"15831","Kelly","Nelson","Holy Cross"
"15832","Krystin","Nelson","Wichita St."
"15833","Kylie","Nelson","South Carolina St."
"15834","Kyra","Nelson","Coppin St."
"15835","Lea","Nelson","Iowa St."
"15836","Liberty","Nelson","MSU Denver"
"15837","Lindsay","Nelson","Drexel"
"15838","Lindsey","Nelson","Samford"
"15839","Lisa","Nelson","Cornell"
"15840","Madison","Nelson","UTSA"
"15841","Maeve","Nelson","Northwestern"
"15842","Maikyla","Nelson","Colorado St."
"15843","Maikyla","Nelson","Delaware St."
"15844","Meehra","Nelson","Oregon St."
"15845","Morgan","Nelson","Northwestern"
"15846","Morgan","Nelson","Central Ark."
"15847","Schae","Nelson","Dartmouth"
"15848","Shae","Nelson","Portland St."
"15849","Victoria","Nelson","Jackson St."
"15850","Gabby","Nemarich","Georgetown"
"15851","Alexa","Nemeth","Elon"
"15852","Virginia","Nemeth","Seattle U"
"15853","Mackenzie","Nemitz","Michigan"
"15854","Kassidy","Neptune","Fairleigh Dickinson"
"15855","Piper","Neri","Hawaii"
"15856","Mallori","Nesbit","Austin Peay"
"15857","Ericka","Nesbitt","Campbell"
"15858","Vanessa","Nesby","Kentucky"
"15859","Marilynn","Nesmith","Wesleyan (GA)"
"15860","Abbey","Nesnidal","Bellarmine"
"15861","Keelia","Nester","Ohio St."
"15862","Sydney","Nester","NC State"
"15863","Sydney","Nester","Marshall"
"15864","Andrea","Neswiacheny","UCF"
"15865","Kawehiokalani","Netane","UTEP"
"15866","Lauren","Nett","Boston U."
"15867","Kaylee","Nettles","Grambling"
"15868","Sammy","Nettling","Northwestern"
"15869","Devyn","Netz","Arizona"
"15870","Avery","Neuhart","Mount St. Mary's"
"15871","Taylor","Neuhart","Lipscomb"
"15872","Emma","Neuman","SIUE"
"15873","Teagan","Neumann","Southern Utah"
"15874","Katelyn","Neumayer","North Dakota"
"15875","Mackenna","Neuroth","St. John's (NY)"
"15876","Breana","Nevarez","UIW"
"15877","Kaci","Neveling","Holy Cross"
"15878","Brynn","Nevers","North Florida"
"15879","Karly","Nevez","Buffalo"
"15880","Marytherese","Nevin","Wisconsin"
"15881","Cami","Newbanks","Saint Louis"
"15882","Cassi","Newbanks","Indiana St."
"15883","Macey","Newbary","Army West Point"
"15884","Lacey","Newbold","Southern Ill."
"15885","Caitlyn","Newburn","Army West Point"
"15886","Nicole","Newbury","Grand Canyon"
"15887","Mckenzie","Newcomb","Samford"
"15888","Grace","Newell","Charlotte"
"15889","Grace","Newell","James Madison"
"15890","Jordan","Newell","Santa Clara"
"15891","Elizabeth","Newkirk","Hartford"
"15892","Ali","Newland","LSU"
"15893","Mikayla","Newland","Akron"
"15894","Abbey","Newlun","Nebraska"
"15895","Abby","Newman","Western Ky."
"15896","Bre","Newman","Louisiana Col."
"15897","Josie","Newman","Southern Ind."
"15898","Maddy","Newman","Louisville"
"15899","Mailee","Newman","Idaho St."
